text,sentiment
RT @HorseshoeBmore #Holiday #Giveaway! To ensure you stay in touch on the go ck out brands like @Apple @amazon http://t.co/EhR3sX3DJG,0
@renoxalex @Apple so sick @tacobell is petitioning for one,0
"So, Which #PromoProduct suppliers carry brandable @Apple compliant adapters? #HeadsAreGoingToRoll",0
@Apple iSchool? http://t.co/qpDxDpX3Qj #education @applenws,0
Very displeased with the lack of #BDSM themed #Emojis. @Apple @Android,-1
Every time I change keyboards this come up. Like wtf @apple get your shit together http://t.co/A9cimyYod8,-1
My iPod touch case 5 @apple #ipodtouch5thgen http://t.co/8H6UXnwx9P http://t.co/PzaZYtxpGX,0
RT @pambesteder: @TeamCavuto @Apple At this point it's not anger. It's simply a manifestation of stupid.,-1
@sashametro @mayhembcn @apple happy to help..if u use kind words :). Using apple process is free and fast. http://t.co/qQGQokjaxE. DM with ?,1
"It's been said 'don't talk about politics', But I can't take it anymr. I'll still post about @cisco, @apple and others. But we need change.",0
still can't merge multiple apple-id's @apple #fail http://t.co/5BNAihk58p,-1
JMP raises #Apple price target to Street-high $150 on 'exceptionally strong: Apple Insider: #AAPL: 115.49 (-0.... http://t.co/qbgp7vm6Re,0
I will definitely think carefully in the future about buying something from @itunes if @apple Support can't even tell me what's going wrong.,-1
Is It Time to Buy the Dip in Apple Inc. Stock? http://t.co/yDiX7wZOLP #AAPL,0
yall chargers weak yall needa make iPhone charger otterboxes for the cord @apple,-1
@Juicy_Potato @Apple tbh annoyed with apple's shit at the moment,-1
My iPAD is playing disgusting music and I cannot make it stop. HELP! @apple,-1
@apple how/why did my iCal undo 6 months of entries related to recurring date entries? they all re-set to 'pay CC'. i had changed to $amnt..,-1
.@apple you suck,-1
Our new @Technogym treadmills getting assembled. Could only be better if @Apple #CarPlay was compatible... http://t.co/C406UvH1uK,0
@apple #greatservice thanks for helping me out. #sylvester,1
Disgusted with @apple advertising for the iPad air. #falseadvertising #nono,-1
@pill0w_talk well dey need one get on it @apple,0
"Typo Launches New iPhone 6 Keyboard, Avoiding Previous BlackBerry Lawsuit [iOS Blog] http://t.co/M431nBVAAX #AAPL",0
@apple fuck yo shit,-1
"#Russia Could #Ban #Apple Inc. #iPhone For #Lawmakers | @ValueWalk http://t.co/QHgO1Ncbgr #AAPL #tech

For reverse #security reasons",0
Steve Wozniak to Star in an Upcoming Reality TV Show Focusing on Futuristic Tech [Mac Blog] http://t.co/88VJAjePI4 #AAPL,0
IT'S NOT LIKE THE APP COSTS MONEY JUST LET ME DOWNLOAD IT @APPLE,-1
RT @huffpostgay: @Apple CEO Time Cook gets a unique honor in his home state of Alabama http://t.co/TDRfmjsV7L,0
@Apple YH News Apple's antitrust lawsuit may not have any plaintiffs: The lawyer suing Apple for antitrust may...  http://t.co/hNuWafq0sI,0
"had android chargers for years &amp; they're still top tier. please keep up, @Apple.",-1
"RT @BigBlindz: BlackBerry wants your iPhone, and will pay for it.
http://t.co/ydpQJKKfvM
 #bbry $bbry #blackberry #iPhone $aapl #aapl",0
Is Apple The Most Important Stock On Earth?  http://t.co/I5DCA8DagG #aapl http://t.co/Qk9EPOOmhl,0
@TeamCavuto @JustinRaimondo @Apple it's you,0
"RT @CNET: @Apple pioneer Bill Fernandez on @Google Glass, Oculus Rift and the look of the future http://t.co/YSvkfs1h6a #innovation",0
Why is it so hard to reach / buy Suicide Squad comics at apple store in Turkey? @apple @DCComics @AppleTurkey,-1
"It's Sunday night, wanna watch #COMET online? If you're an @apple person then just head on over to @itunes. https://t.co/xTwFKIAHZV",0
"Forget #Apple, Here Are Better #Tech Stocks to Buy | The Motley Fool #aapl http://t.co/drJdIvOtxu",-1
No at typo changing my words. Get it together @apple,-1
"#Rumors #Surface for @Apple [#Apple] #iPhone6S and #iPhone7 in #2015. (#Wednesday, 3 #December) http://t.co/ErwYTy3heX",0
BloombergTV:  #iPod Trial: Consumers Had Other MP3 Options: Gauna http://t.co/yNfVXKsnda via @BloombergTV #aapl,0
"More expensive @Apple products failing after less than 18 months.  No warranty, no recourse. Why is it we buy this junk again?",-1
RT @RatingsNetwork: Apple's PT raised by Citigroup Inc. to $135.00. http://t.co/LNHaOfRxU2 $AAPL #AAPL,0
RT @_emilymahon: @nosheenh2oo9 @Apple this is my most favorite tweet,1
I've been considering suing @apple for putting that shitty U2 album on my phone,-1
@apple has caused me so much pain today,-1
Is Apple Inc. Losing the $5 Billion Ed-Tech Market? http://t.co/uc6KDLEFLM #AAPL,0
"@TeamCavuto @Apple A protest should not show any form of violence, because violence is very destructive: https://t.co/DvTwIh8MdV",0
hey @apple fuck you just let me change stores,-1
"Even MORE reason for @Apple to stop using benzene in its manufacturing.

http://t.co/NjdYqwfVAE",0
Whoever downgrades from a iphone 6 to a 5S obviously doesn't understand the extra 20% battery life. Every morning my 5S is dead. @apple,-1
I'm so done with this piece of shit phone why doesn't it ever send me notifications when taylor tweets fuck u @apple,-1
Great piece from @howardlake on @apple &amp; the new #RED #app store - profits from exclusive content go to @GlobalFund: http://t.co/XpOzPTnWSV,1
Just got the iPhone 6+ @apple,0
U.S. Government Attempts 'Hail Mary' to Get #Apple To Unlock #iPhones #aapl http://t.co/EzUsCC5ZgI,0
I hate these @apple earphones so bad. Why in the world did they think it was a good idea to p http://t.co/X7lIGAQeG5 http://t.co/ihR2OGZa6s,-1
"RT @SFBJNews: Here are @SFBJEditor 5 things to know today, including who is hoarding the @Apple #iPhone6 http://t.co/lwacRDp3vU",0
"#iPhone6, #6 Plus Availability And Wait Time Update: @Apple [#Apple] Store, Verizon .... (#Sunday, 7 #December) http://t.co/edyMMWIYeN",0
"@EM_Magazine @Apple How about showing us also in Sonar X3,Ableton Live,Propellerhead Reason,Reaper and MixCraft.",0
my phone is so slow now that i updated to ios 8 im so angry @apple fix this,-1
NO CALLER ID must be able to be BLOCKED on @AppIeOfflciaI products. @applenws @apple #Apple #iPhone6 #iPhone6Plus,-1
Lol fuck you. I'm still not buying a new one. @Apple http://t.co/XHqOVbNfZK,-1
Help? 4s won't sync (doesn't even give option) w/ latest @itunes. Tried fixes I found... no bueno. Thoughts? @apple #techsupport,-1
MacBook Pro 13   Non-retina First Startup: http://t.co/9l6RK2OLq2 via @youtube @apple #macbook #macbookpro #startup #hipster,0
@Apple can you please make a charger that actually last,-1
TheStreet:  #Apple Gets Price Target Boost on Back of Strong #iPhone Demand #aapl  http://t.co/f2qTGIBDDq,0
@OneRepublic @Apple Maximally concentrated Brent ^_^,0
@apple @nike #BlackDollarsMatter: An Open Letter to the Companies That Support #LGBTQ Marriage Equality/Civil Rights. http://t.co/F2uslRVbBc,0
It's just dawned on me that I've probably spent more on replacing frayed / non functioning Iphone cables than I've spent on iPhones @apple,-1
iPhone chargers can suck my ass @apple #disappointed,-1
#AAPL:One Of Apple's Earliest Employees Describes The First Time Steve Jobs ...http://t.co/4E0xzglORa,0
"had soo many iPhones and never had a problem, smashed 2 screens in 3 months with this 6 @apple u can suck my balls",-1
okay so now the sound to my phone is messed up..I really think you're doing this on purpose @apple,-1
@Apple to Host Free #Coding Workshops in Stores http://t.co/jqAciR5UrY,0
@apple #apple corporate raiders selling weak products that stop working within weeks&amp;apple gets out of warranty by claiming dampness,-1
Details of the #Apple Inc. #iPadMini4 Revealed | The Motley Fool #aapl http://t.co/rDTJniTaUs,0
"No, @Apple, don't 'remind me tomorrow'. Just f'ing TELL ME what the updates you want to install actually ARE.",-1
#AAPL:Apple heads to trial with Steve Jobs as a witness...http://t.co/qq3XcPJPTk,0
RT @TypicaIStoner: RT if you think @Apple should approve this Emoji http://t.co/MI6sKtkaye,0
"I was out to dinner last night and left my computer to charge.  Had the fire happened then, I'd have no house.  @Apple #AppleCordFire",-1
Dear @apple @itunes WOW! You really made iTunes SUCK! Please stop updating it and making it worse than it was before. Thank you.,-1
Mark #Zuckerberg Slams Tim #Cook: You're Not In Alignment With Your Customers #fb #aapl http://t.co/HWDmpRoIgT http://t.co/YUIelx9q2J,-1
@Apple ??? My iPhone 3 which has been sitting quietly for a year in a protective case just split open at the back http://t.co/PyoHjiuG03,-1
what the hell is this 5gbs of 'other' data on my phone @Apple?????????,-1
@ok_fatty @apple thanks 4 almost burning my house down,-1
.@apple has a 40% market share of UK smartphone market - driven by the Iphone 6. Great that over a third of sales were made in Apple stores.,1
Strategic steps towards Full-Time #Trading http://t.co/JH7BMS1Kgb  #stocks #futures #forex #trader #es  #baba #aapl #gpro #fb #eem #eSignal,0
Is #Apple Inc. Losing the $5 Billion Ed-Tech Market? | The Motley Fool #aapl http://t.co/bIz7kKXY2t,0
Here's Apple's Next Great Business (AAPL) http://t.co/Crci4dHH39 #InvestWall #AAPL,1
"that was terrifying, suck my ass @apple",-1
16GB @Apple #iPad Air 2 Retina WiFi Tablet $400 + Free Shipping via #EBAY http://t.co/TrkYuoYew7 #CyberMonday #firstworldproblems,0
@Tyniaaaa_  FUCK @JColeNC  and @apple,-1
"@ATTCares @senisbs Wireless Family Share plan, one line upgrade just killed my discount. Not sure it was mentioned on @Apple pre-order page.",-1
"RT @BrandFuel: So, Which #PromoProduct suppliers carry brandable @Apple compliant adapters? #HeadsAreGoingToRoll #MFi",0
really @apple? your search tool is USELESS. nut kicks http://t.co/KQH02bePBu,-1
RT @bchmura12: .@apple you suck,-1
A Orwellian vision of the world once @Apple Pay takes over by @Chris_Skinner http://t.co/oEdBHAki1Z,0
My Iphone just autocorrected believe to beiber. @apple how hard do you guys need to give it up?,-1
MacBook Pro 13in Unboxing: http://t.co/F3IM9YbpxF via @youtube @apple #macbook #macbookpro #startup #hipster #unboxing,0
@apple really needs to do something about these bullshit cords,-1
#Apple admits it deleted songs purchased through competing stores from iPods ... - http://t.co/5YDlxI8TJ5 #AAPL #RealNetworks,-1
GVA lounge: in sight 6 Macs and 3 PCs + undetermined number of iPxs! #AAPL,0
"Washed my earphones by accident, still works. Thank you @apple , actually did something good",1
Apple Transitions 'Find My iPhone' Web Maps for http://t.co/cCJwa5Q7AV From Google to Apple [iOS Blog] http://t.co/AFsiwXv6pg #AAPL,0
What's at the core of @Apple's new #iOS7? Excellent updates for your phone's #mobilesecurity. #McAfee - http://t.co/pVo68ZVdq4,1
"JMP Securities Thinks #Apple, Inc. Is Going to $150: Time to Sell? | The Motley Fool #aapl http://t.co/LpjS6iyh0I",0
"Gotta love the Genius Bar @ @apple!! Thanks for your help Alex!! @ Apple Store, Suburban Square http://t.co/OLfpZ8m9qX",1
over 1 hour on hold with @apple customer service trying to figure their messup o http://t.co/E5gCvoJTPO,-1
Comparison between @apple maps and @google maps: http://t.co/FyzGWVm6NR #longreads #webdesign,0
What the hell is this @apple @WhatsApp #glitches http://t.co/iKuRl4iUOE,-1
Apple again orders app developer to remove a useful and popular feature http://t.co/aJ2obsNjd1 via @Appy_Geek @apple dictatorship!,0
"Our first ever #OnFoodableWeekly! Much to discuss on this episode! @apple pay, @habitburger , Fast Casual #Pizza http://t.co/bR8FfNd9Ga",0
The new @Apple iPad Air 2: Change. http://t.co/90CNf5S654,0
5 Unfiltered Quotes From #Apple Co-Founder Steve #Wozniak #aapl #woz  http://t.co/ASTCna26PQ,0
Here's @Apple's next great #business! What will be Apple's primary source of revenue in 2015? http://t.co/Y6gvYZcYHp #service #company,0
#AAPL:Here's why Apple shares will reach $135: Analyst...http://t.co/KTqY2USXRh,0
"Why Morgan Stanley Is Negative On Apple And The Tech Sector $AAPL #aapl
http://t.co/wARhEy9ueH",0
@QuentinNield @Apple I need to reinstall on my Apple iPad 2,0
.@Apple Store is coming to Brooklyn http://t.co/sD7pb4OUcB,0
RT @WeeWiii: Wtf @apple y'all shit be cheap. http://t.co/jeOimq3HNA,-1
s/o @apple for this really great charger that works so well! #not,-1
@tim_cook @Apple FIX MY PHONE,-1
OR @phone OR @apple I FUCKING HATE YHIS OHONE OMG IM SO EMBARRASSED,-1
All of my apple product chargers look like that RT @LunchGod: Theyre not RT @Naivana_: You gotta be kidding me @apple http://t.co/4lXkHinwd2,-1
Cyndi Lauper and Cinna- my big ask* phone on TV @apple #iphone6plus @ Rockefeller Center http://t.co/xk2u5vzaBE,0
"@jakeflem @Apple But it won't fix the problem for good, could back and you might have to change the logic board, check with  Apple Genius :(",-1
@apple need to sort this b*llshit out with safari in Yosemite! 'Safari can not find server' #apple #macbook #YosemiteProblems #Yosemite,-1
@Apple are you doing 12 Days of Gifts again?,0
RT @jgreerthaatruth: Done with this iPhone 6 plus Apple or sprint giving me my bread back. Trash ass phone full of fuck ups @sprint @apple,-1
Bring back the tap to tweet @apple @twitter,0
"@Apple ay cuhz step your shit up,have a good phone with a real charger ready by february or we outro",-1
It's been over a month of store visits and calls and still my iPhone doesn't receive texts from non @apple or @ATTCares customers #fail,-1
Survey feedback on @Apple iWatch positioning as a fashion accessory over geek-centric gadget http://t.co/33xSmA4r9J http://t.co/LrpnZNR4rY,0
#AAPL:PM Abe says Apple to build technical center in Japan...http://t.co/DeavV9AYMk,0
Is Apple The Most Important Stock On Earth?  http://t.co/pKWn6E56PU #aapl http://t.co/gKVmw9wjVD,0
@alharding if only @apple had robots reviewing apps!,0
"@Apple patents system that changes the position of an iPhone mid-air
http://t.co/7S343PHPEb #Yay",0
"This iPhone 6 battery isn't as good as you claim, @apple",-1
Apple's PT raised by Barclays to $140.00. overweight rating. http://t.co/Wcq9xY6Kor $AAPL #AAPL via @RatingsNetwork,0
"#CondoSeniors said @Apple needs to supply condo with dedicated tech. So many issues with iphone, imac, ipads warrants it. Tech will eat well",-1
Apple Inc heads to trial over digital music claims http://t.co/ojTt06NJ5r #AAPL,0
"#Robots #fabricando #iPhone, #iPad Pro, @Apple [#Apple] Watch, Apple TV y el #.... (#Sunday, 7 #December) http://t.co/TzzREU7NCt",0
@Apple I'd like to see emojis that look like me,0
The #AppleWatch And Its $11 Billion Impact On Earnings In One Year #AAPL http://t.co/OUZBVanyRh,0
"@Apple, how does the word 'demographic' not have any synonyms attached in your dictionary application #incompetence",-1
"@Apple seems to be nailing it with @applepay, building on their success &amp; brand http://t.co/za9T4z6xRN #AppleID #NoMorePaywords",1
"Yes @apple, now is a perfect time to lock my screen and install a software update without asking. #not",-1
#Jobs Said #Apple Took Pains to Protect Record Contracts #SteveJobs #aapl http://t.co/5PlKs2LRTT,0
RT @dmcgroarty: RT @MetalBanker - Where do #iPhones come from? What's in your @Apple  #RareEarths http://t.co/KuMCbKMREV,0
"Happy Monday! My camera on my fancy @Apple #iPhone6Plus suddenly stopped working this weekend, so instead - I meme. http://t.co/Mb067jv5SD",-1
RT @thehill: .@Apple CEO @tim_cook visits @WhiteHouse http://t.co/O5dYvVi0I1 by @JMHattem,0
Just used Apple Pay for the first time thanks @apple,1
#AAPL:Apple's Eddy Cue Talks About Price-Fixing On E-Books: He'd 'Do It Agai...http://t.co/mSC8uepzPn,0
@stevewoz @apple this one got by me patent for apple anti gravity phone includes predictive programing. On drops http://t.co/eYM07DIqTY,0
I've Abandoned #iTunes And I'm Never Going Back Because #GoogleMusic Is So Much Better #aapl #goog http://t.co/dp6pTxrTvp,-1
why is there no black heart emoji @apple,-1
"RT @ColdDimSum: Too much completely broken shit in the world, fucks sake. (And Fuck You @Apple for the bullshit 'autocorrects')",-1
// when i have gone through 6 iphone chargers in the past montht hank s @apple,-1
Fucka de you @apple,-1
"@apple Hi! A few days ago I purchase 2 ringtones and non of them appear on my phone or purchased, but they appear in my credit card",-1
@JustinRaimondo @TeamCavuto @Apple This is #morphing into actions against police as Praetorian Guards working for the unaware rich.,0
Nigga my phone has froze 3 times today &amp; it's not even 11 am tf @Apple,-1
"@marxculture @AppleUK_  Thanks, I'll keep it in mind. Tho, I've lately been so unhappy with everything @apple that I'm moving away from them",-1
Anti-trust expert Peter Carstensen of @WisconsinLaw can discuss @Apple #antitrust case in California federal court http://t.co/LClHnQMOKf,0
@Apple your new ad is fucking racist against the #french,-1
Almost want back to an android because why won't Apple have torrent?@apple,-1
I had the Facebook app but my dumbass deleted it and now I can't redownload cause it says I need iOS7 suck my fucking ass @apple,-1
@apple fix os x please.,-1
"Five Apple predictions for 2015 $AAPL #aapl
http://t.co/5y58wpQ3nf",0
"#Verr?cktes #Ger?cht: #iPhone6s zum @Apple [#Apple] Watch. (#Wednesday, 3 #December) http://t.co/scANaAuNPe",0
#Apple Patents Method to Make #iPhones Fall Like a Cat #aapl http://t.co/ZrkJVUqK2E,0
"If @apple made tape dispensers and staplers, I would be all set! http://t.co/7Te2eBic10",0
"@apple but i can't use the component on my tcp install disc, due to the stupid os update. so now i have to pay 20 bucks to re-download it?!",-1
@Apple yo this Genius Bar shit is worst than the dmv get it the fuck together,-1
"Dear @Apple, I've been an Apple user for over 20 years and can't remember a bug like this current Safari on. #fixit! http://t.co/6AlSsd6igw",-1
@Apple @ibmbizanalytics MobileFirst enterprise collaboration online. Game changer? #doclens http://t.co/FsOvxCiit5 http://t.co/qwCUhsq57u,0
"Apple Campus 2 Event Space Costing Apple $161 Million, Fitness Center Priced at $74 Million [iOS Blog] http://t.co/zFCTltByvC #AAPL",0
Did you notice that @Apple apps now say 'Get' instead of 'Free'? This change was due to alleged misleading labeling. http://t.co/In8SIkR1Qp,-1
Anyone else notice the arm hair color of the Fallon/Timberlake hand models is backwards in the @apple iPhone gaming spot?,0
PRINCIPLED TRUTHS: Eddy Cue Talks to Fortune as Apple Appeals E-Book Price-Fixing Judgment. #AAPL... http://t.co/1AMKTIeKys,0
"#AAPL:iPad Mini 3 vs Sony Xperia Z3 Tablet Compact: Step Aside Sony, Apple S...http://t.co/85qGEiH7LO",0
@apple y'all should put the apple symbol into the home button on yalls next device,0
Ayyy my fourth phone charger this week broke today @apple fuck you,-1
"@MhDaDon @Apple def gotta have it, I don't even like watches",1
@sammcmanusss @Apple idk it just happend though,0
@BedBathBeyond I could of just gone to Canal Street for a knockoff #CmonMan And @apple Why must I pay $30 for a lightning cord?,-1
Did #Apple drop #Google Maps for good? #Apple Maps now rolling out on http://t.co/XY9a70LqGU - http://t.co/FoCf495udZ #AAPL,0
"RT @JPDesloges: Apple iPhone 6, 6 Plus and Retina iMac ship times improve in time for holidays  $AAPL #aapl
http://t.co/4gCAZ9UiKW",1
@Amy_Mc blame @apple and their rubbish memory on my phone,-1
Top Expert Consensus for $AAPL is Moderate Buy https://t.co/fVKriCdeDZ #NASDAQ #stocks #AAPL,0
@calemcmartin blame @apple,-1
Love the new @apple @ipadair_2 TV spot - http://t.co/nW7a6iXsjE,1
WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple,0
"#Apple #AAPL Plans to Launch #iPhone6Mini Version in 2015 - Dec 8, 2014 - http://t.co/9vQBCn64Qr http://t.co/EAxUGfqKqo via @ZacksResearch",0
@ABillaut @VaynerMedia @Apple Thanks so much!,1
"Steve Hayman, @Apple National Consulting Engineer, presents on app development at #umich. http://t.co/51yinIrNoc",0
So got the new #iphone6 and growing to love it. A bit bulky coming from the iphone5 but nice feel thanks @apple now waiting for #applewatch,1
"Dude, @apple is all over the marketing for beats. They have a great marketing team at apple.",1
"Good grief, @Apple, could you all have a more sucky hold music queue playlist? No offense, but, ewwwwww! Johnny Cash into a rap song? Gross",-1
"@ggheorghiu, @mhmcquiston's solution is offering an integration suite, something like @apple's approach",0
"ICYMI: iPads are Changing the Way Children Learn in the Classroom http://t.co/ml73T97RBG #Education, #Tech, @Apple, @BoyneCityPS",0
There is nothing in life more fragile than an Apple branded lightning cord. @Apple,-1
Photo: Amazing customer service today @Apple. UTC store. I worked form the store for several hours on... http://t.co/9tLhm3p2z6,1
"RT @WildJazie: Does anyone know if theres a #smartwatch  with a old fashioned clock face? 
Grandma needs a watch. @Samsung  @apple @mota",0
my computers so slow right now its making me want to shoot someone its a god dam mac i shouldnt hav 2 deal with this! @Apple,-1
And they ain't open till 8 to help me so I can't even contact anyone for the shoot now @apple u can suck multiple digs. Whack,-1
RT @keelzy: I HAVE BEEN THROUGH ABOUT 18 IPHONE 5 CHARGERS @apple @stevejobs @WTF @!!!!!!!!!!!! @notcool,-1
@SimplyYours_Joh @ScarFaceSheed_ @JColeNC @Apple I told him that but he's crazy,0
"Apple Plans to Launch iPhone 6 Mini Version in 2015 $AAPL #aapl
http://t.co/BPlf0dCyvK",0
@apple You know your iPhone is fucked when the lettering on the screen goes back-to-front..,-1
@OneRepublic @Apple Pleaseeeeeeeeee,0
"Report: Apple's Hiring Fashionistas To Help Flog Its Watch  $AAPL #aapl
http://t.co/uFZCW60Ocr",0
Steve Wozniak Discusses Apple's Early Days and Working with Steve Jobs [Mac Blog] http://t.co/iPnD6LD5ur #AAPL,0
@stevewoz @Outback Personally I am excited about @apple projects like 0 gravity and things in development even though  I only own iPod.,1
@smileforgoogle @Apple yknow that time it restarted and then my phone got blue screen lol wtf,-1
My phone is so shitty even the time freezes @Apple http://t.co/7Mh7RMlqFX,-1
@OneRepublic @Apple You all are ready to go. #ColoradoLovesYou,1
iOS 8.1 has fucked my battery life on my iPhone 6. Really starting to wonder if @apple has any quality control anymore. Wish I was on 8.01,-1
"@Apple [#Apple] #is developing an #iPhone that fires LASER BEAMS to #map surroundings .... (#Monday, 8 #December) http://t.co/D78wUFxrkK",0
The Secret of Life from Steve Jobs in 46 Seconds. Some #motivation from the late CEO of @apple http://t.co/7UOYKec9YN,0
"@Apple [#Apple] #(AAPL) Plans to #Launch #iPhone6 Mini Version in #2015. (#Monday, 8 #December) http://t.co/s79PqzLbsg",0
@deet @Apple I'm a rebel (sometimes aka a Luddite).  :p  :),0
second phone charger broke in two weeks @apple i hate you,-1
"IPhone6 has too many issues,  why tf is the earphone plug in not working @apple u better fix this shit for free.",-1
"RT @Vito_sfam: Hey @apple, the battery of my iPhone drops down like my cock when I see a gay porn on the xvideos' main page. Fix this shit!",-1
RT @tra_hall: The JH Hines Staff with their newly issued @Apple #ConnectED Macbook and iPad mini #txed http://t.co/82YjiCJBxH #txed,0
"@sethlouey @Apple iOS updates bricked Trish's phone too, seems like the Apple is getting a bit rotten",-1
@Apple reveals its Best of 2014 app list- Elevate and Threes! top the list http://t.co/mihPqPozLt via @Techland,0
"Apple is developing an iPhone that fires LASER BEAMS to map surroundings, patent reveals
http://t.co/fG4Zrvq8Bk #aapl #hnhd",0
#AAPL:Apple Inc. and Facebook Clash; Neither Is Wrong...http://t.co/UuvN8TkrRs,0
"Loving the Samsung one with Kristen Bell. RT @adage: Watch the weekend's new TV ads from @RadioShack, @Apple and more http://t.co/zqmtQ7WZeS",0
"Looking down on the crazy George Street, #Sydney in the rain from the @Apple Genius Bar... http://t.co/TuBXTBvKy4",0
@Listen2Lena 3x bonus airmiles @Apple right now! #airmilesshops,0
"New meaning to Soviet jokes 'whatever we produce, it turns out as tank': #Russia seeks #Kalashnikov to rival @Apple http://t.co/bD0C0WGD5y",0
I would like an @Apple rep to reach out to me and resolve the issue @tim_cook,0
Paid $20 for a new 5 charger and couldn't  b more pissed about it... this is rape @apple,-1
@Apple HEY FUCK U MY PHONE SPEAKER NO LONGER WORKS JUST B/C,-1
@apple is this how you train your employees to deal with issues?? To hang up on the customer? After 15 fucking minutes of me waiting on hold,-1
"#AAPL:Should Apple, Amazon, or eBay Be Portfolio Picks for 2015?...http://t.co/aWn25MWjzG",0
about to write a huge fuck you to @apple for not letting me make reservations to get my laptop fixed,-1
"RT @JPDesloges: How Apple Will Boost Profits During the Holiday Quarter and Beyond $AAPL #aapl
http://t.co/lHsL5ORJS7",0
@MhDaDon @Apple next year,0
RT @gxldblvnts: thanking @apple for the 'do not disturb' feature,1
"Steve Jobs, clave en juicio contra @Apple 
http://t.co/IcEOFgkm1q http://t.co/eDiR5Mahxn",0
Next year my goal is to be #Apple free. Tired of their BS. @Apple @iTunesSupport,-1
@CarlaBarlaCakes @MoBiggaa @Apple snapchat?,0
RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple,-1
"Hey @Apple, #iphone7, build this in! ~ @DJKevinHayes http://t.co/JtXgsCmyhw",0
@zagkmerrick @Apple thats not their twitter oh,0
@getlolo_ @apple explain this please http://t.co/G6fZnyuCP8,0
.@panic The inconsistency and overall weirdness that controls the @apple #appstore is why I archive previous versions.. easy to downgrade.,-1
@APPLE CAN YALL PLEASE SEND ME MY FUCKIN PHONE,-1
@LupeFiasco Did he sell his headphones to @apple ?,0
"So, Which #PromoProduct suppliers carry brandable @Apple compliant adapters? #HeadsAreGoingToRoll #MFi",0
"@apple http://t.co/rOyOwjfiW5 What a nice piece of crap you've created. Great job. Pay more, get less, #crapple #fail",-1
Walked into work and seen this . Who tf traded in a bent up ass iPhone. @apple yall needa fix this shit http://t.co/41AD2aQig3,-1
@aydlettgwyn13 @apple please educate us,0
@ch0ng_li @Apple I'll take a look at that. I'm fed up with iPad well &amp; truly..,-1
"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/Z2BQWXee44",0
@apple well done you #cunts my printer don't work since your #fucking #Yosemite #UPDATE #Pricks!,-1
Well played @apple http://t.co/mGbsxyiA69,1
@Apple airplay sucks on Yosemite,-1
Dear @Apple:  Where the ever-lovin' heck did you put the navigation arrows in the iTunes store? Do you even use your own software?,-1
"iPhone 6, 6 Plus Availability And Wait Time Update $AAPL #aapl
http://t.co/qdJLBaw3DZ",0
iPhone Shortages Not Helping RadioShack as Consumer Sales Plummet http://t.co/UVre2GM1oh #AAPL,-1
.@Apple it really makes it hard to spend money on apps with functionality that might soon disappear on the Today Menu.  Please stop this.,-1
"Here we go again wit this 'waiting for items to copy' shit on iTunes, y'all pissing me off @Apple",-1
Apple Secretly Deleted iPod Owners' Songs Downloaded From Competing Music Services http://t.co/glvCdIKMwG #AAPL,-1
Apple Tentatively Approves Plans to Expand Reseller Network in India with 500 New Stores [Mac Blog] http://t.co/ttTFQVOiIr #AAPL,0
2) @Apple I've got one question for yall. Who is the genius who decided CAPITALIZING random words was a good idea? Bec it wasn't a good idea,-1
When is @apple going to stop producing these pieces of shit earphones? Its about time for earphones that dont tangle! http://t.co/qFSHqwc4Zj,-1
CNBCTV:  Analyst worries about #iPhone growth #aapl http://t.co/2cA2SfAShg,0
They gotta DO something '@_iRapeCouches: @SydneyA @Apple SO TRASH my computer keeps freezing &amp; being dumb af after i upgraded to Yosemite,-1
It is such fucking horseshit that I have to install Chrome just to watch @netflix on my Mac. Hey @Apple when are you going to fix this?!??,-1
"#AAPL Lawsuit: #Apple Deleted Songs From iPods Without Telling Users: According to The Guardian, Apple deleted... http://t.co/S9usqrgOAV",-1
Hey @Apple I think u need a new product: iPster,-1
Been waiting 7 days so far for @apple to approve the new app for #CRMSuite. Should be next week!,-1
"On December 11th, @Apple will be hosting Hour of Code programming workshops  via @9to5Mac http://t.co/wD82vIeXw7",0
'This accessory may not be supported' ok @Apple just tell me that the charger that came with my phone won't work???,-1
@eliransapir @Apple ok duly noted,0
Steve Job's Deposition in #iPod Lawsuit Could Cost @Apple $1 Billion http://t.co/7vDXwvxKpe #MusicBiz #MusicIndustry #Apple,-1
MY IPAD IS GLITCHING SO BAD AND IT ISNT CHARGING WTF @apple,-1
@Apple my phone just died at 5% and I feel betrayed.,-1
Best Buy Cuts Apple Inc. iPad Prices to Boost Sales http://t.co/ca3m9oiAYb #AAPL #iPad,0
Goodbye graphics problems. Thank you @apple for such great customer service. http://t.co/XVB8utXOU3,1
Why is Tom automatically capitalized and tommy isn't?? @apple you need to fix this. #autocorrectprobs,-1
@jokigenki @Apple I think it's like 2011? Can't look right now.,-1
#AAPL:How to Remove Apple Pay Credit Cards Remotely From http://t.co/JPD3HwdeeE...http://t.co/7XGBbp7cjW,0
"Apple Inc. Campus 2 Has $161M Auditorium, $74M Fitness Center http://t.co/9KQhafCbCi #AAPL",0
